R M
9.730783541601411457e+00 9.503151456577572098e-01
1.078272983285282116e+01 6.515951638822368164e-01
7.445434743116322807e+00 1.325229784688870760e+00
6.784514020016803038e+00 1.340217649575919712e+00
1.055951482912208306e+01 7.710261429805658207e-01
9.644177585271357600e+00 3.323268898592482978e-01
7.924677228807581741e+00 1.037155628753377412e+00
9.951922708517809468e+00 1.021038453875851015e+00
9.016639955600879830e+00 6.754654595349534052e-01
8.584135948748542688e+00 1.026202438791506077e+00
8.542629809959665366e+00 1.311923165204628816e+00
8.467084816754367083e+00 1.023981575497402652e+00
9.490903797858241120e+00 5.703476327665734091e-01
1.051394744629313038e+01 8.314310671346305526e-01
9.484673435256620877e+00 1.068940741331370292e+00
7.840115100354122291e+00 9.446262439798887023e-01
9.449991949960985238e+00 5.509044458064357164e-01
7.204653792992932182e+00 1.348817487974774965e+00
9.233297379242721092e+00 5.561734464997742933e-01
9.642882413331616220e+00 1.235871162231950926e+00
8.590671707452813166e+00 6.084392721395825987e-01
1.029168739778295283e+01 7.720628461366751960e-01
1.010004644756802072e+01 9.444492956828018926e-01
8.242735307789530452e+00 1.338506930702518805e+00
1.137946360221742736e+01 8.626382125316214289e-01
1.132655845000694761e+01 1.069435372393364947e+00
9.049509163512233556e+00 4.513680777282240708e-01
7.877317671204575156e+00 9.205933626155253791e-01
8.634609150792897481e+00 1.304484406974916411e+00
6.724594335495870823e+00 1.350352065375983734e+00
1.031283499009315996e+01 7.965290847094768090e-01
9.857393070639535182e+00 3.480425565545210431e-01
7.212616117150737693e+00 1.124765392210359538e+00
7.110337213028233627e+00 1.273154330656421918e+00
1.132374553291184682e+01 1.243729564136836885e+00
8.294861415276464811e+00 5.784838074546743147e-01
6.752671344664450181e+00 1.300565482863061950e+00
8.907409525071559031e+00 5.086157711669359038e-01
1.044948639815568825e+01 6.679488804599518215e-01
9.791145299501692989e+00 1.012573180139056728e+00
7.117588981146705684e+00 1.372691142908335049e+00
8.427905937109763101e+00 1.033193538950278878e+00
8.341015065996920441e+00 1.278176276893428387e+00
1.201706663623602900e+01 1.171495409935096710e+00
8.096432748250414591e+00 1.164889648411562284e+00
9.011155214386977974e+00 8.424845126735749368e-01
9.617355318506291439e+00 4.300522957642184951e-01
8.048135098896128881e+00 1.268528312703208538e+00
9.757213979784179259e+00 1.075636883248448861e+00
9.496527007791794261e+00 9.184371322545032967e-01
1.058321702992146029e+01 5.255593538140410637e-01
9.978759475055722916e+00 8.852526722308886598e-01
1.001480540205609060e+01 8.302424955815532748e-01
9.973757351861143761e+00 9.656791563907003439e-01
9.015015217668839398e+00 8.274011825834300948e-01
1.176502167571592139e+01 1.194860864821561730e+00
8.913974375682151674e+00 1.213306703312867718e+00
7.287733629356630161e+00 1.148514136805369290e+00
9.965445585685237972e+00 4.572719237140197013e-01
1.030554157151473049e+01 7.917276014049725585e-01
8.996837381713730153e+00 9.747247723534345765e-01
9.141515154565684753e+00 6.408771314432617494e-01
9.655499482008600864e+00 9.293246490516250402e-01
9.045784555439986718e+00 8.610184066266012293e-01
8.680775608337194527e+00 1.014795537323606833e+00
9.209297914967381260e+00 9.331282876595146103e-01
8.377468331738715079e+00 1.213587918840047131e+00
9.067573928379371040e+00 8.218170309615188129e-01
9.800545628373379614e+00 1.018015630919678838e+00
8.186200115494214558e+00 8.598738324093934127e-01
6.131461712842099843e+00 1.268553095798050645e+00
9.828156625516275113e+00 6.185524398674269175e-01
1.090353825999798154e+01 4.745829438570750014e-01
6.167922938539904365e+00 1.298878699765305234e+00
8.351868717611283799e+00 1.045330284814663502e+00
9.326550623999505518e+00 5.022802051949506463e-01
1.084773624366994760e+01 6.530091136594281531e-01
8.956933173700329931e+00 1.474187152060987493e+00
9.817073307367593316e+00 5.802903432003464479e-01
1.048776777175821806e+01 4.188645465078228436e-01
9.269100116842231785e+00 1.201421888785643155e+00
1.179517876042033819e+01 9.284109968508507116e-01
9.088553282395249511e+00 7.652375651583273042e-01
1.030638328779776991e+01 8.400583243503699782e-01
8.671428072012465904e+00 8.153560695909696232e-01
9.194031026457203382e+00 6.638627463714896759e-01
8.830467342738703707e+00 9.542302923780138224e-01
1.112045275826342916e+01 8.779879370614849243e-01
1.071163708768553491e+01 4.734533945576402392e-01
1.003846056182669955e+01 8.659984751749866261e-01
1.066934958160275215e+01 6.375710075476016536e-01
7.662311223406849336e+00 1.168802869151577051e+00
5.955331058188459536e+00 1.119418789986825313e+00
1.123423149351822303e+01 8.767318375099960592e-01
9.476496631844128160e+00 7.008042992106027214e-01
9.021010895730269041e+00 5.233597826869059721e-01
8.844253164816365143e+00 3.939928809649114738e-01
8.808880828506696403e+00 1.262670962337804736e+00
7.672782413108266475e+00 7.887651553045712527e-01
8.842125183730837890e+00 3.028943966716769465e-01
7.236098478523565802e+00 1.257899923769663530e+00
9.122109835815066958e+00 8.592820351750594110e-01
9.528569335549228470e+00 7.730617094928297073e-01
1.164138369677051799e+01 7.761335419609071140e-01
8.924522025403025083e+00 4.588632507308454400e-01
8.775120945804101069e+00 1.136051332943068815e+00
9.632257928261182656e+00 7.401963193794500739e-01
9.869815631403385581e+00 5.678468981532135418e-01
6.962940650048349056e+00 1.127291941643752571e+00
7.172072157282883609e+00 1.533855519250904020e+00
1.071464275059570603e+01 5.168942454927405450e-01
8.213525467064746621e+00 1.081610303990594435e+00
9.820405067462285587e+00 8.272365920586012278e-01
8.573521863077594674e+00 7.541569966918684198e-01
9.826228719274482160e+00 7.217227281215303769e-01
9.246630196224661091e+00 1.265663446387598423e+00
9.359180929555172668e+00 1.100137936847973563e+00
9.222809776300714191e+00 1.014458536307223824e+00
9.083337038560669541e+00 1.107455018712487860e+00
9.863477009464936884e+00 1.140665882812987419e+00
1.225852501009066486e+01 7.386573333224167870e-01
1.130794914273168139e+01 8.096888156529467029e-01
8.407394006933852637e+00 1.146769008343736296e+00
9.672144110384191862e+00 9.699936720171286053e-01
8.587522401209083611e+00 6.478943054601968843e-01
9.101570024761443278e+00 5.802390095170927298e-01
1.008463153428674808e+01 5.807921139244558439e-01
7.197267879865142604e+00 5.769059490641977872e-01
1.169902386972759345e+01 8.418068226613126814e-01
8.577729721899860493e+00 8.704199434709225525e-01
5.985806855863916809e+00 1.205047167342219616e+00
8.634671028583538188e+00 4.983899680097939600e-01
9.875067624289261659e+00 9.093834738412512886e-01
1.319019239579180436e+01 7.352571407881285381e-01
9.450596838543683376e+00 1.067742779894782279e+00
8.488314616922059130e+00 1.198651134844351596e+00
1.159958177470371510e+01 4.830087598439255503e-01
8.543879062697193660e+00 8.085908588431740540e-01
9.392664046646956422e+00 7.425654774931955693e-01
1.193662343782541413e+01 7.963418244147022484e-01
7.304616851250907317e+00 1.072268846984611779e+00
1.163964931664908597e+01 5.383040099566698267e-01
8.793255050617201363e+00 9.210791727156610875e-01
6.387278104146979274e+00 1.188377110362521361e+00
8.145900882633485551e+00 9.559754875803597729e-01
9.006063242907854871e+00 1.287275096625283055e+00
7.221790963283775788e+00 1.189670281645119676e+00
6.619001316082920638e+00 1.101350352801990562e+00
1.065685300660862467e+01 1.421314988836521520e+00
8.824006215343223047e+00 1.429083407717287146e+00
1.147767280385832933e+01 1.069171528540838967e+00
7.277229855704762329e+00 1.353925452150725794e+00
9.359433690324397759e+00 1.317032024517154287e+00
8.013400908422063651e+00 8.126707339798331375e-01
9.858916691136057509e+00 1.046961192491965509e+00
1.171347771051599729e+01 8.728402043816201328e-01
8.128101299220066522e+00 1.089418879865694745e+00
1.164501082651101882e+01 7.296459721902213147e-01
7.558172901676370792e+00 9.863408038848653359e-01
9.612762503697050320e+00 3.361573731605184134e-01
7.014017821419740173e+00 1.356015788510252840e+00
8.546049726647394706e+00 8.761953962677563323e-01
8.246212145359162804e+00 1.047574255230349971e+00
6.611512682167401067e+00 1.256705172955927541e+00
9.321922829724840653e+00 1.172519645633876229e+00
5.667661662352148966e+00 1.071158756333500550e+00
8.802740586710999793e+00 1.082138453531618527e+00
8.529861922016014120e+00 7.955640435780735320e-01
8.584792332398517800e+00 1.004102829263312291e+00
6.807125663069650834e+00 1.170186101281765145e+00
6.228089917377550577e+00 1.329500567018795598e+00
9.330861613826478163e+00 9.921311231314461354e-01
1.002064619110589305e+01 7.228737355577292689e-01
9.334265171691953356e+00 1.274061640687891961e+00
1.167483324716126702e+01 5.628795933687399389e-01
1.157535365730055510e+01 7.358805966233155083e-01
1.154490212188759912e+01 6.790334897463174979e-01
7.788344249956614895e+00 1.239861372035772957e+00
9.287019525913558837e+00 1.472757288604326309e+00
9.724036292431911477e+00 9.613674417746282952e-01
9.285532437202359546e+00 8.541472305282931110e-01
9.771684198181743497e+00 7.485579576753309539e-01
1.002038974381743941e+01 9.987259972666200358e-01
8.227564960462897758e+00 1.599389465344016159e+00
9.994011873796617706e+00 8.064210377070163416e-01
1.077483141844375147e+01 7.860552592970915242e-01
8.589042472363203728e+00 8.081418687391119793e-01
8.613309415122428092e+00 1.007042113583741960e+00
7.090440431560400825e+00 1.297858536058887013e+00
8.798519356289911997e+00 1.043081843235273753e+00
6.032622881888737076e+00 1.247540715427315483e+00
7.886672923091234466e+00 8.537951055712623694e-01
9.601127213485558087e+00 5.733424749343551952e-01
9.376340594420192076e+00 1.063750552076366152e+00
9.343394506296018420e+00 1.023234604310251816e+00
8.704904050902120716e+00 1.285484980489144391e+00
9.342204073306792367e+00 6.115558739206097272e-01
8.769050695202958323e+00 1.477344744551692068e+00
9.820501528527541879e+00 8.029183990269240789e-01
8.624331993770040228e+00 7.871999583659702315e-01
9.283828130005201018e+00 1.138640740898921422e+00
6.507654658099811584e+00 1.335009270677600446e+00
9.121632764042605146e+00 1.249171342062687540e+00
8.953739409646832570e+00 8.908006181235827992e-01
8.407750611966365639e+00 1.182757388884864369e+00
9.197582113388891756e+00 5.127471876123129713e-01
8.445264728771039842e+00 8.241771551581831279e-01
6.022261739439650263e+00 1.191359268527214965e+00
1.031402520294497194e+01 7.808722218296806350e-01
7.285273152262148777e+00 8.342011365949750790e-01
1.072276716992520029e+01 5.905388864519032222e-01
7.091889082475502981e+00 1.487476506577292579e+00
1.047165318715498294e+01 7.661226996956250757e-01
9.043467452053647548e+00 8.366100582476968528e-01
1.068194811696708513e+01 5.969771746571741478e-01
1.290609263229986148e+01 5.942277061769044577e-01
8.880461374002848629e+00 7.429716118523671531e-01
8.263554420338802942e+00 1.074864194536128803e+00
1.081928122811819826e+01 1.161014309230508523e+00
1.213521784589549668e+01 7.025365369018410355e-01
1.006880262468564169e+01 4.955878008121825662e-01
1.005156087215418559e+01 6.255084158099682989e-01
6.104623672532765610e+00 1.264351741508885407e+00
7.260172411326305308e+00 8.447064873350126346e-01
9.146978345220896145e+00 9.371715078376702257e-01
9.940841721848297396e+00 8.199457667370676495e-01
8.468788019614857276e+00 1.149541951215685032e+00
8.798593222059114538e+00 1.305704462786702491e+00
1.202439525065368997e+01 9.631613334380941804e-01
6.076383578125803098e+00 1.280844217562864040e+00
9.290793015328558724e+00 1.093372765053769236e+00
8.811699050541516698e+00 1.497157523506620125e+00
7.282684415341839745e+00 1.343283113024662523e+00
9.310728130340280018e+00 1.286935585394274106e+00
1.131798408296628011e+01 7.326168769988414819e-01
9.935098987516067126e+00 4.519217263968340337e-01
6.867523094941556216e+00 1.397004578501609862e+00
1.194197777740030375e+01 5.955709581313410883e-01
1.078079655119795710e+01 7.893975632004012200e-01
1.135265106157303450e+01 6.055197670898075923e-01
6.516924931549926470e+00 1.192909962920258193e+00
9.610698245822883123e+00 5.348953114855721225e-01
8.373651982680542005e+00 9.410316017852112802e-01
6.313603875083297012e+00 1.366206376651847298e+00
8.692417335266542366e+00 8.328708014558487971e-01
8.697468048948522323e+00 9.268386747651990998e-01
9.882527106783239645e+00 8.034628538362185157e-01
8.232687876776669356e+00 9.189287373952792493e-01
6.002476975727789821e+00 1.224724330725947219e+00
6.954999235346793540e+00 1.082889629981926838e+00
9.181919279249846966e+00 1.050237351970635835e+00
9.031446070049231167e+00 1.313789148011272001e+00
9.540544144764375289e+00 6.833516360544165114e-01
8.844850385559416495e+00 1.437480930479994701e+00
6.773012709042558477e+00 1.205675403541070168e+00
9.847399735176317392e+00 4.101504192010070327e-01
1.234675835494877560e+01 9.132047371967265681e-01
7.131113000345925990e+00 1.022539478938389257e+00
8.469334704552448301e+00 1.036593328162841665e+00
1.242413723128418290e+01 6.400267833033003173e-01
8.824813401730249751e+00 5.306299896985102738e-01
7.897518368440156422e+00 1.219430966942727235e+00
1.110552165215380072e+01 1.161176718850334799e+00
8.904279322401173147e+00 5.328100928962251626e-01
7.733371784876366561e+00 1.463568834497405824e+00
9.450362913246575403e+00 4.389919783014161747e-01
8.543351124020421850e+00 8.460522733615054580e-01
8.967021107438297278e+00 7.609133164156566265e-01
9.920813760654590752e+00 6.050176912458090639e-01
9.890339530712223493e+00 5.038078183018963596e-01
1.062405867830729278e+01 8.076132800667881195e-01
9.167484224451786901e+00 7.073885132825084021e-01
1.175161576566221378e+01 6.558907185332991663e-01
8.458238238884238314e+00 9.970843337916622806e-01
7.872496519086679356e+00 1.268720659774311699e+00
7.576997558015949430e+00 1.413186616309550114e+00
1.031848550790248709e+01 8.388228007060236635e-01
8.553753883608960606e+00 1.302062041441952811e+00
1.009091460925957406e+01 1.202523750673948122e+00
1.097069364173553296e+01 1.095974224189877333e+00
1.019636900828840176e+01 9.317244727868579934e-01
1.077363589991309212e+01 7.113112494333786451e-01
8.592065095183453849e+00 1.029363820977942767e+00
9.874883468373056417e+00 5.815461165162788548e-01
8.219379948659755186e+00 1.189921782045546106e+00
1.064201321216362572e+01 1.164923767756133488e+00
8.794580913032900682e+00 8.281341362621505997e-01
8.237524295461000179e+00 1.591826706244210854e+00
8.271213103547127687e+00 1.273218903018628723e+00
9.396811988620182632e+00 9.284908033127856619e-01
8.318453505334479914e+00 1.072764543292122674e+00
7.541796238660612772e+00 1.188000823370627179e+00
8.117000497710886719e+00 1.180316397028851494e+00
9.311810542356269593e+00 1.235300039212982925e+00
1.074926572164827299e+01 8.969323954679764288e-01
9.835621601894791510e+00 8.038189090951318727e-01
1.083827242087961196e+01 9.432604441730816358e-01
1.002600302630390949e+01 8.655098652897368350e-01
9.983478551351455010e+00 7.970028458742380861e-01
8.540710926158698868e+00 8.819526128233587947e-01
1.011617443843785047e+01 7.437274114322676155e-01
9.434996361704275358e+00 6.782376990650371695e-01
9.348219582565665320e+00 4.515373149108922179e-01
1.142551398292209441e+01 9.652541969032599756e-01
7.210112635459250185e+00 1.348038286739397407e+00
1.011072112329046391e+01 6.684522226579804327e-01
8.129740682392483819e+00 1.049617690270218340e+00
6.464140838336044581e+00 1.336778025347866494e+00
1.082109111329845064e+01 1.074168366436697220e+00
8.205948346771995361e+00 1.259674899462211783e+00
1.306563988884343530e+01 6.961683589587926990e-01
8.331094668505905076e+00 1.213451828207233962e+00
1.059884817615520802e+01 5.272829603155178013e-01
1.043758063044801254e+01 6.750502382904455256e-01
8.762116547740152583e+00 7.793108812577549394e-01
1.154270106962558984e+01 8.832800447652795484e-01
7.595089578725192858e+00 1.240853784638223489e+00
8.414115329587874115e+00 8.985788944352597341e-01
